Geneset.ID	enhancer.pvalue	enhancer.Effect	promoter.pvalue	promoter.Effect	polyenrich.pvalue	polyenrich.Effect
GO:0044770	0.102519294342393	-1.63276089579619	0.00422710033224257	2.86069760352458	6.64741103953228e-10	0.593175055312578
GO:0006612	0.109102747354522	-1.60223909769214	0.339217244393262	0.955713016639175	6.69698696496318e-10	0.915524749657802
GO:0006397	0.00315956506553373	-2.95177163568029	8.33610305507135e-06	4.4563650618549	8.88775867549674e-10	0.621308752980139
GO:0032446	0.00183398503470413	-3.11587740005245	0.00021029488596727	3.70631720929954	9.03332697140282e-10	0.476499251869269
GO:0010629	0.761515289062921	0.303491546149247	0.14363812643916	-1.46237627757929	1.06156509996192e-09	0.375183301902291
GO:0030163	0.182624670978283	-1.33271706489621	0.182908422656968	1.33185322912608	1.12530092733513e-09	0.495738582812407
GO:0019080	0.497420038514832	-0.678554724271055	0.885706359217232	-0.14373927124844	1.90791152143138e-09	0.888087774420564
GO:0042254	0.0106084702453959	-2.55533808813916	0.0156950047946758	2.41593170623596	4.8655008427092e-09	0.704395411842321
GO:0019083	0.513458861738126	-0.65346140721594	0.89575448269841	0.131026324858219	7.33845443410152e-09	0.882123595947081
GO:0043603	0.0101724502016653	-2.56991148780395	0.0553462202040057	1.91614831308506	7.43237245146844e-09	0.448141962843661
GO:0009894	0.047563521510359	-1.9812475289901	0.392339043325609	0.855383195922693	7.82717213039185e-09	0.490054753751169
GO:0043933	0.540667305434936	-0.611804207793342	0.133001136387013	1.50237171729547	8.10895462901173e-09	0.330830778156223
GO:0016072	0.00829999059148469	-2.63961643718577	0.0596103423874729	1.88366471306701	1.01675710221723e-08	0.714240614525668
GO:0006364	0.00314983635239479	-2.95272381750716	0.0634308277080401	1.85615949432282	1.08002859119795e-08	0.748642054807191
GO:1901575	0.00127972491294957	-3.22048813187149	0.171353360812665	1.36786811830879	1.21390678300567e-08	0.333718559728194
GO:0007030	0.137109442180166	-1.48664179798263	0.0212579966344178	2.30337066800376	1.23112819835039e-08	1.11481425249368
GO:0006914	0.0604746439135814	-1.87731711457779	0.0877852680128078	1.70719793885458	1.30691047555819e-08	0.593578883116408
GO:0008380	0.00223704258610095	-3.05681236901197	4.45576012165476e-05	4.08248024226075	1.70426508771118e-08	0.610994269262556
GO:1902589	0.600794538223038	-0.523258267481515	0.426282765769889	0.7955686991639	2.61873366993207e-08	0.347658789605165
GO:0000956	0.00770267526002021	-2.66483217379033	0.100672829839619	1.64160047176861	3.18227146798657e-08	0.803787431653896
GO:0006415	0.342910639369042	-0.948429908762997	0.0884377609129791	1.70369672173949	3.26686454550947e-08	1.0598255670873
GO:0000375	0.0112995439462426	-2.53329615783889	0.00212119402439743	3.07271720235056	3.9383305424388e-08	0.666091808836006
GO:0000377	0.0142575636302017	-2.45070781055819	0.000956326581973445	3.30306957223781	4.55842928101251e-08	0.66616154347326
GO:0000398	0.0142575636302017	-2.45070781055819	0.000956326581973445	3.30306957223781	4.55842928101251e-08	0.66616154347326
GO:0070646	0.156161835747119	-1.41809909401196	0.0995204106642598	1.64718312805004	4.63566228654959e-08	0.678572899272405
GO:0051276	0.935092781074932	-0.0814390672873096	0.44120195480129	0.770165114366916	4.72202232789168e-08	0.388149304286337
GO:0006414	0.342462438290504	-0.949311043820131	0.0366901163197867	2.08919563374261	5.71321606136777e-08	0.932175179656375
GO:0006997	0.484240721740292	-0.699498225267441	0.027557019767534	2.20353561280301	9.30232219982704e-08	0.907210123237651
GO:0006401	0.00363290851960195	-2.90839353532971	0.0575298280281509	1.89926358634363	9.5964435341731e-08	0.712040397301997
GO:0032543	0.49441490672188	-0.683303779050539	0.022030800335891	2.28983643225646	1.00223989423185e-07	0.964011765601206
GO:0044839	0.24620832269281	-1.15960829378388	0.000176443214433608	3.75055554251253	1.06934940051305e-07	0.727231473864487
GO:0022406	0.496703532861529	-0.679685636228681	0.0918071555712006	1.68594104322525	1.12868597347261e-07	0.838001981506712
GO:0006402	0.00782143522267752	-2.65968246227762	0.120603317773173	1.55224623209935	1.21551764766778e-07	0.745603154940317
GO:1901566	0.0789794655187377	-1.75663838725137	0.92583533393011	0.0930858811643063	1.39397552900554e-07	0.350188753508128
GO:0006399	0.00128913394319043	-3.21838780149381	2.77519065379742e-05	4.19117045001373	1.46185837659901e-07	0.825180039102065
GO:0045047	0.0348089190412064	-2.11057429488629	0.837640928728686	0.204911937005753	1.88183493197723e-07	1.0170111270314
GO:0051726	0.433173914878265	-0.783771985256558	0.202116816949919	1.27554384118367	1.89394311870177e-07	0.395999286189926
GO:0034976	0.837445121071966	0.205162558629286	0.0508483920878417	-1.95275703285887	1.99664411656125e-07	0.684664456914451
GO:0034655	0.00365645211930506	-2.90637307039715	0.143196793795582	1.46398958598478	2.13985734701819e-07	0.589929255079861
GO:0022411	0.688100517675629	-0.401434140688286	0.0387750538652685	2.06656614287837	2.24895579743304e-07	0.513262679037741
GO:0016569	0.397860385688059	0.845448660346866	0.632591251768438	-0.478082830657289	2.39672968354585e-07	0.508731522112594
GO:0045786	0.83004802731362	-0.214639971627736	0.48304160133391	0.701418946657775	2.48205728921748e-07	0.496861858505128
GO:0072599	0.0337183761201523	-2.1234235427487	0.980361775994599	0.0246153493551325	2.59843978806546e-07	0.99227731377751
GO:0016567	0.0127961241585017	-2.48939352285936	0.0122365925355006	2.50524694618569	2.64215007218343e-07	0.424000048990209
GO:0070972	0.0261129651450805	-2.22452763767392	0.740978796765701	-0.330557442244142	2.84021773385693e-07	0.9176647484617
GO:0000086	0.231048368055246	-1.19766266888774	0.000178307632920923	3.74791925408719	3.27687376814319e-07	0.714019966936384
GO:0034622	0.0223360019879479	-2.28460495752148	0.00307955990993715	2.95968274959691	3.39298648671132e-07	0.387737033366488
GO:0031329	0.0440148500911456	-2.01394936350162	0.291984490146541	1.05377817021999	3.42021394679323e-07	0.471463147989492
GO:0065003	0.601498573007814	-0.522246702164478	0.383956818853638	0.870628886336307	4.05995366313143e-07	0.309412189891836
GO:0006413	0.00794433185623674	-2.65442661025113	0.850120259716356	-0.188964985684691	5.14323198271707e-07	0.760982929886674
GO:0048284	0.0444544212416014	-2.00978054045532	0.12322975147463	1.54135770627459	5.57789738998919e-07	0.738446346883683
GO:0070125	0.425160095938903	-0.797501045412013	0.0737327332268798	1.78826829016073	5.70557024521507e-07	1.04982945476822
GO:0022618	0.00701077679010776	-2.69633192536294	0.00208933495294316	3.07723075031879	5.92169819283411e-07	0.755202360685682
GO:0010564	0.292981229683001	-1.05160409182223	0.0541545091200555	1.92559863642379	6.24900963975975e-07	0.477749359080344
GO:0016236	0.0118379080770948	-2.51693971950283	0.0239561556619555	2.25783167456938	7.30841244356486e-07	0.661374198837924
GO:0071826	0.0103869604748919	-2.5626737376955	0.000720907575685394	3.38150181125029	7.87554555403355e-07	0.72936012509954
GO:0048285	0.148644352992381	-1.44433646562059	0.364314866188026	0.907173857057273	7.92558644563243e-07	0.453886777323731
GO:0070126	0.313357297714102	-1.00820241721319	0.0794196710210939	1.75406324336775	8.09452092402005e-07	1.0332079152316
GO:0006613	0.0741461171367084	-1.78571066821289	0.740804321797571	0.330788402334742	8.31979463218604e-07	0.986084652229996
GO:0006974	0.179388101380458	-1.34264145143324	0.0406405570378306	2.04717854665711	8.46585251532933e-07	0.412176280292698
GO:0007067	0.0999469923419842	-1.64511066159343	0.484890123417986	0.69845910638313	9.11943049330136e-07	0.520317650586653
GO:0010948	0.739658191305552	-0.332306024423517	0.253727051564956	1.14134339208873	1.02602994301364e-06	0.64534620008671
GO:0019058	0.047303501066247	-1.98357264643274	0.626553556897684	0.486583446274718	1.29519207672434e-06	0.512604540169207
GO:0071822	0.55066305712178	0.596766844294962	0.879113025517288	-0.152093709580355	1.30353828240436e-06	0.306504086879797
GO:0031396	0.0433069235241873	-2.0207377143052	0.144157868541526	1.46048120787656	1.41966108607479e-06	0.652264602274115
GO:0006614	0.0870460918243109	-1.71118974140881	0.927841539063177	-0.0905608527256805	1.42072524124412e-06	0.989572083358788
GO:0016579	0.248305190941817	-1.15447571099505	0.15769192462861	1.41287689193084	1.42649973381521e-06	0.622094137543966
GO:0016197	0.0503445275488382	-1.95702501371807	0.0267860574170709	2.21462146525619	1.43485163923479e-06	0.65256665810732
GO:0000184	0.14012324407167	-1.47533223518351	0.976878159801692	0.0289829863733635	1.6242730399542e-06	0.882554571301208
GO:1903008	0.13049831859812	-1.51213973373901	0.0138614079746415	2.46083504661466	1.81561614637871e-06	0.953889171437166
GO:0007033	0.0121931111480568	-2.50650564273192	0.0380462504237747	2.07435610866416	1.94798421932734e-06	0.782740827219784
GO:1903320	0.0185822066031567	-2.35380799538018	0.0561179990419277	1.91011817759275	2.0276748088612e-06	0.621586840509363
GO:0006998	0.999697974146988	-0.000378533280454393	0.0439690039093346	2.01438618260439	2.03397160242307e-06	1.01761730604599
GO:0007346	0.263561153577983	-1.11801367344391	0.0522624358763963	1.9409657168424	2.15622893530769e-06	0.481962263235923
GO:0031398	0.399581939583658	-0.842368106328696	0.280675100250401	1.07880402485701	2.30187613023368e-06	0.74689981721796
GO:0007034	0.263122879850913	-1.11904045696723	0.0137897902107102	2.46269308192113	2.83819052747797e-06	0.933823345751784
GO:0046700	0.00602980278788354	-2.74615630679204	0.286429711519486	1.06598657314167	2.93429814651854e-06	0.513336765593078
GO:0016032	0.00980862621461286	-2.58250386986106	0.527842159574219	0.631303407160273	3.2718889003556e-06	0.361172195557492
GO:0070925	0.316438667015352	-1.00180316770928	0.0191060128231625	2.34345605569276	3.31691634431363e-06	0.409810678949385
GO:0061024	0.706574290392923	-0.376460883841396	0.902491924986288	-0.122514043099461	3.32441525406701e-06	0.354175299929938
GO:0070585	0.254529248181047	1.13941704928274	0.551982858288903	-0.594791487655271	3.48864246106233e-06	0.70828820577047
GO:0035967	0.992208218122192	-0.009765705604388	0.0285894999836077	-2.18910099853346	3.58091382983049e-06	0.792883997971225
GO:0034620	0.606502734528551	0.515071962033408	0.0210927611770384	-2.306319950537	3.6931543298328e-06	0.832902316173949
GO:0009896	0.52379869016892	-0.637500798240492	0.547885218574676	0.60093209006675	3.70733359826602e-06	0.516043280319507
GO:0061025	0.0402918453992572	-2.05074439240155	0.45728310626543	0.743328028466356	3.7429251233205e-06	0.660927927972713
GO:0051438	0.106189522887927	-1.61555979284444	0.0688965729390152	1.81909739169716	3.83261704974535e-06	0.857487002142195
GO:0007059	0.31700499136975	-1.00063150819654	0.0629218054835346	1.85974363392991	4.29069412931408e-06	0.563554171243081
GO:0018205	0.360374319551423	-0.914652059230491	0.0393603736477497	2.06039940601763	4.30868366611823e-06	0.540186203011306
GO:0006986	0.89836648658525	-0.127725149615285	0.106740582705187	-1.61301806683785	4.6601882114582e-06	0.740744519995283
GO:0006626	0.405272481072747	0.832241787839458	0.644054411428583	0.462037524106576	4.78666912303203e-06	0.779211015383126
GO:0044764	0.00980862621461286	-2.58250386986106	0.527842159574219	0.631303407160273	4.87064221852312e-06	0.354299032498244
GO:0035966	0.561400063888345	-0.580763194639776	0.121235180724832	-1.54960987756605	5.55698860767624e-06	0.703562811788881
GO:1903322	0.397239199149221	-0.846562184721138	0.192870477683662	1.30213430568671	5.61347190001792e-06	0.697422732717838
GO:0044270	0.00422328494369439	-2.86098390310399	0.227939744850431	1.20568299343188	5.63201013955784e-06	0.498037424519626
GO:0000075	0.40495982549168	0.832795938937783	0.972176317320635	0.0348788854710208	6.02892753605426e-06	0.653133921476092
GO:0090150	0.684560842347177	-0.406247382588004	0.725842931264294	-0.350660674879965	6.28893123496285e-06	0.525719041883781
GO:1901990	0.657617339418949	-0.443205170404789	0.155479033752418	1.42044203089035	7.39587936093013e-06	0.560422949813812
GO:0051437	0.534672076869099	-0.620889884999553	0.0444204267925973	2.01010169428673	7.54971108017873e-06	1.01428520338316
GO:0010506	0.15175179948209	-1.43337114685141	0.797975512716064	0.255968043931289	8.06944358487739e-06	0.594379126286935
GO:0072655	0.203043223994771	1.27292903792429	0.469303183319666	-0.72361328457885	8.45143273250273e-06	0.686640213013321
GO:1904668	0.406564770440062	-0.829954038211017	0.0369698977470742	2.08609633371715	9.02336159640113e-06	0.965574929216081
GO:0036498	0.52538083388148	0.635072956472203	0.0561704360340966	-1.90971098328493	9.18581274226757e-06	1.06216641816729
GO:0097711	0.744715994966027	0.325614559761819	0.0131828907760087	2.47878996908219	9.20090743685724e-06	0.914285268347202
GO:1904666	0.442141235828437	-0.768582435594614	0.040979923995603	2.04373307354653	9.22221882692388e-06	0.927316706189723
GO:0008033	0.0123765198378192	-2.50122305947454	0.000146790479072078	3.79643727993549	9.28781864422994e-06	0.846313390578644
GO:0006900	0.0906162122904352	-1.69215611071594	0.517372857550463	0.647400368414816	9.91871722787806e-06	0.857859256106524
GO:0032006	0.992879668173472	0.0089241309922846	0.689605105218253	-0.399391026064805	1.01603736819076e-05	0.971747494612859
GO:0030968	0.472769706892394	0.717979856929055	0.0212584947976851	-2.30336180654006	1.08030068965577e-05	0.810201432100894
GO:1901987	0.621082682350494	-0.494316488256042	0.0786606898367374	1.7585104808544	1.08093150099545e-05	0.536676332869789
GO:0007041	0.887484546189476	-0.141487864674791	0.0454281186128942	2.00066857048929	1.10398406121783e-05	0.97265880178046
GO:0000422	0.0181410512035367	-2.36272651862736	0.0198816787061732	2.32857336017172	1.11942510394246e-05	0.981056061806236
GO:0061726	0.0181410512035367	-2.36272651862736	0.0198816787061732	2.32857336017172	1.11942510394246e-05	0.981056061806236
GO:0010608	0.00619417839625199	-2.7373211870462	0.00157779955936543	3.15998002434555	1.17558461098019e-05	0.462126329207082
GO:0051172	0.35561516013736	0.923752559525657	0.00133692468305153	-3.20793336974051	1.19158554354417e-05	0.285157803903217
GO:0042176	0.331957753841619	-0.970178041938417	0.321150164588322	0.992097092776636	1.21219799102972e-05	0.507329487356829
GO:0006357	0.0753238782366286	1.77848716417614	0.000120546228117441	-3.84501263282614	1.24823930123346e-05	0.262533030236972
GO:0008053	0.973110321741611	-0.0337075959278255	0.11408120850839	1.58011204874549	1.2748158701805e-05	1.66336487519194
GO:0051444	0.238828555920935	-1.17791986211798	0.0551896776838907	1.91737996458753	1.29657749910717e-05	0.954466465925142
GO:0045934	0.27988203740534	1.0805843718782	0.00128533301975477	-3.21923455346338	1.32413555277821e-05	0.295993044543308
GO:0019439	0.00196681897798154	-3.09519747879349	0.172171189055235	1.3652605002702	1.32944310376246e-05	0.474673019643422
GO:0010256	0.771090847949155	-0.290948316178459	0.00851929595938336	2.63076485105987	1.35254994092131e-05	0.426760003226173
GO:2000113	0.368641360227034	0.899021215707416	0.00548560391797213	-2.77704230112312	1.36847088380442e-05	0.300361126455205
GO:1901361	0.00741250794592313	-2.67772034247488	0.401993340680102	0.838066527625461	1.42461420486943e-05	0.458977964020345
GO:0031929	0.983645382814312	0.0204989084635419	0.65351596614842	-0.448883130229188	1.50108595197862e-05	0.892731491725311
GO:0000280	0.249882240048537	-1.15063545594309	0.47103339005027	0.72079867615516	1.50529894606367e-05	0.415026151000408
GO:0008333	0.812931270478509	-0.236646206591103	0.309515156228023	1.01623990859723	1.56326040920462e-05	1.26142099810788
GO:0044403	0.0100275524138099	-2.57487774218978	0.593396754969352	0.533920186747856	1.60083260491492e-05	0.331021060008295
GO:0044419	0.0100275524138099	-2.57487774218978	0.593396754969352	0.533920186747856	1.79394662023093e-05	0.328955639701644
GO:0051443	0.365086997347819	-0.905714478009337	0.0402822920634517	2.05084245034586	1.8972655738324e-05	0.863933060156411
GO:0016570	0.729260003861046	0.346110059321318	0.925686753718075	-0.0932729090102808	1.92162841361567e-05	0.471795029654204
GO:0048193	0.114336617668072	-1.57899755586021	0.00419636449641852	2.86301065645292	1.93910911894796e-05	0.527547835791603
GO:1904667	0.407216552587445	-0.828801829929334	0.0418159138134138	2.03534756031501	2.0789137535782e-05	0.964664559639341
GO:2000060	0.681890423852983	-0.40988484386904	0.058232770310139	1.89394153705844	2.25932866889364e-05	0.903771794072862
GO:0044802	0.539811469900156	0.613098109915756	0.190181801380028	-1.31004148643386	2.37597152894539e-05	0.373631321438783
GO:0009895	0.0268001431383416	-2.21441646728546	0.670045072423814	0.426086149320829	2.4822130384753e-05	0.635799596959741
GO:0044801	0.157045095621977	-1.41507981519953	0.676418814982096	0.417354931163797	2.73490936790858e-05	0.647970253288018
GO:0051436	0.369596987395421	-0.897228524270976	0.0372960995884437	2.08250792697452	2.98690615394711e-05	0.982795261947137
GO:0006999	0.674253557522456	-0.420317458715783	0.0523109979712276	1.94056553452933	3.05734057691515e-05	1.87852942587397
GO:0002181	0.898441485843175	-0.127630382697661	0.347034435518771	-0.940357068998712	3.45608495093591e-05	1.14175423234921
GO:0051439	0.369596987395421	-0.897228524270976	0.0372960995884437	2.08250792697452	3.62038472455982e-05	0.968208162564001
GO:0000209	0.0583506673978132	-1.89305415961117	0.0803271174316879	1.74879120616504	3.63903529709799e-05	0.544020570781937
GO:1905037	0.00959006341878898	-2.59027017136389	0.111525093404941	1.59137550559382	3.8295648665935e-05	0.962123868149014
GO:0045930	0.801572458236872	0.251312569058494	0.488573083738717	0.692580129605345	4.01944630449573e-05	0.550938677919582
GO:2000058	0.42929839676138	-0.790392815400838	0.0398088682801022	2.05572668485088	4.05718018811638e-05	0.823587029983795
GO:0043624	0.138562813033076	-1.48116423922839	0.0798048899923962	1.7518192678202	4.21347268763456e-05	0.627671187839917
GO:0031145	0.254085149623441	-1.14048295574774	0.0388234355679457	2.06605342226987	4.44274482422984e-05	0.917093519929803
GO:0044088	0.0393350706479317	-2.06066437430192	0.736301039950783	0.336755740736774	4.56735269326143e-05	1.1670721432982
GO:0000819	0.785597177064422	-0.272032308643972	0.400682275833797	0.840403342236655	4.58532713367142e-05	0.605056762507212
GO:0072657	0.294013490671418	1.04935776142479	0.0945384764463216	-1.67192822422785	4.81206487693326e-05	0.420026695484868
GO:0006352	0.801964397774211	0.250805618093298	0.268073402702183	1.10751020479136	4.92678264714985e-05	0.586852166750027
GO:0031146	0.23655825001201	-1.18363330655986	0.241265300934724	1.17183003632389	5.00894450574809e-05	0.95641263911046
GO:0071156	0.462955870293088	0.733988297691291	0.543232678210469	-0.607931844273357	5.26573236185433e-05	0.80518401553445
GO:0010558	0.300376042971581	1.03562731656576	0.00119555947994285	-3.23993738999722	6.24987135862462e-05	0.270710787770709
GO:0031397	0.0270253451811593	-2.21115153563352	0.00974501512242557	2.58474814910839	6.72035940794801e-05	0.72372576785479
GO:0006378	0.0647217092911859	-1.84717549784103	0.0756054625358435	1.77677381035055	6.79776265517064e-05	1.2069805116638
GO:0043631	0.0455604520746569	-1.99944291923404	0.0469468787882062	1.98677912604195	7.25182182941373e-05	1.19084406110742
GO:0031331	0.375317971625578	-0.886556037474818	0.214206691917969	1.242080962221	7.50363637937502e-05	0.477141530887642
GO:0033043	0.469450240515455	-0.723373837023298	0.198789089162493	-1.28500914269693	7.5711270869942e-05	0.289516410188693
GO:0090305	0.121005233461791	-1.55056805137395	0.000230527364531056	3.68297545387988	7.63882202659236e-05	0.529164518022848
GO:1900034	0.257783229984437	-1.13164614882001	0.00535814875966758	2.7846744619303	8.48506084805817e-05	0.899372872454075
GO:0044743	0.980282511718189	0.0247147226163427	0.856125828560843	-0.18130799801627	8.79311371329922e-05	1.16617120997814
GO:0051253	0.159054275071778	1.40825939304981	0.000224314502026787	-3.6899314353444	9.06411462862709e-05	0.280455133994921
GO:0007077	0.68466337395962	0.406107828445812	0.0159915388024958	2.40910859628154	9.90921944696859e-05	1.13390110357028
GO:0031330	0.0264412703716435	-2.2196686214561	0.351351945252004	0.931970163181335	0.000103609604497455	0.681333903019828
GO:1903321	0.0115710245480109	-2.52496368534007	0.00569893155899139	2.76461900302277	0.000106905361585504	0.688816088304768
GO:0042787	0.29860039526559	-1.03943947039446	0.0594250807656095	1.88503523588429	0.000111850966329175	0.594095382713659
GO:0006367	0.552103786875273	0.594610609035366	0.771529163575352	0.290375266299206	0.000131222919276678	0.632033993999696
GO:0031327	0.259936365161378	1.12654154667325	0.000330739638744239	-3.58995138584083	0.000134460647752077	0.253543323956614
GO:0000045	0.00555687465499548	-2.77284403434671	0.0777142384719705	1.76410538232732	0.000141862319487725	0.916933050723438
GO:0010639	0.517769122627872	-0.646788057492406	0.897695465881946	0.128573083334163	0.000146739457858447	0.483268116342148
GO:0007093	0.249621409744581	1.15126942942652	0.948979556549792	-0.0639882829368514	0.000148982585004312	0.657688895326144
GO:0048524	0.0650268183203574	-1.84507370054552	0.530693080913239	0.626948367400122	0.000161297294046842	0.757813977012275
GO:0016925	0.0513563876417123	-1.9484897705828	0.000134895400626479	3.81734514548031	0.000167783386405386	0.821750506854231
GO:1903050	0.164753294153142	-1.38926134345185	0.054316227929035	1.92430608803634	0.000170263957342159	0.54500517127488
GO:0030397	0.613045205647559	0.505731423346273	0.0236072767251622	2.26346115259923	0.00019989072779489	1.05274959255227
GO:0051081	0.613045205647559	0.505731423346273	0.0236072767251622	2.26346115259923	0.00019989072779489	1.05274959255227
GO:1901991	0.746347684982978	0.323458958100625	0.626378520904639	0.486830405883942	0.000210689179366082	0.575054680404841
GO:0072331	0.808318024573197	0.242596459027352	0.738086448623739	-0.334388456955417	0.000210867021599341	0.51311891912012
GO:1902115	0.808162161818866	-0.242797642667506	0.656300727884575	-0.445026327889669	0.000259775007964178	0.656163771350718
GO:1903507	0.0829046059538572	1.73407596218513	0.000125162790039332	-3.83578711637916	0.000260163473993815	0.268964187816051
GO:0044782	0.490671547792815	-0.689241114070709	0.0375577543499552	2.07964883385763	0.000261795685398091	0.453467269269515
GO:0051640	0.107595442810185	-1.60909558359513	0.496025312390827	0.680756921382974	0.000268606087687965	0.38554308230145
GO:0006890	0.0889389833682312	-1.7010213224064	0.0474812145023477	1.98198236432597	0.000275365249881329	0.824362008285604
GO:0007062	0.968830738753172	-0.0390748170009717	0.134612709101756	1.4961571456117	0.000279642770110528	0.691062599152536
GO:0043618	0.919770331515883	-0.100723026889009	0.816388396924909	0.232192636227371	0.0002808565504056	0.714942622584801
GO:0016241	0.0805348052645392	-1.74759140179713	0.818321891760954	0.229703864502928	0.000281401270431393	0.672946237430119
GO:0036503	0.169629744936618	-1.37339447985794	0.46100887635354	0.737186607905484	0.000282397391118471	0.788798815643861
GO:0045892	0.0497122091856657	1.96243200900698	0.000342416919685799	-3.58089677914383	0.000288760167095248	0.271518886790498
GO:0048308	0.222979072134906	-1.21864470863051	0.787096563408557	0.270082788003195	0.000290614788877808	1.66470843382264
GO:0009890	0.29854061048017	1.03956808580131	0.00046481899476555	-3.50025172769139	0.000295634266540194	0.239569645357799
GO:0006888	0.141161767389484	-1.47147846434376	0.174300233272646	1.35851529306758	0.000298459386389477	0.601540960410827
