unif bylength
0.00107559329727914 0.000400985331100587
0.00174663534183528 0.000499303886948787
0.00221198961315408 0.000524351867348343
0.00253042463539878 0.000708114149976247
0.00279070424573668 0.000811261640343433
0.00312691699361262 0.00128390501505299
0.00355344869044941 0.00135855729147373
0.00396012127621063 0.00156641505677888
0.00419682316424111 0.00158513443903831
0.00434254479573819 0.00170974701176846
0.00466180932048305 0.00174307905373361
0.00516237340213528 0.00186506089562068
0.00562751392526182 0.00202071132348894
0.00588303746711932 0.00208130479566101
0.00607965713820154 0.00224449654438988
0.00644891622564871 0.00237426495889025
0.00670397683099414 0.00240280840768674
0.00697357173036272 0.00240280840768674
0.00742850671053938 0.00264459552966709
0.0080062573898375 0.00269003283246428
0.00848932587538421 0.00289324929044115
0.00881834529235647 0.0029866003935867
0.00907990014182102 0.00383268639452778
0.0094511132656934 0.00479161910635584
0.00993635989353494 0.00498112779541093
0.0101666861356419 0.00531102656646111
0.0104380616501668 0.0053976495899866
0.010748545996259 0.00540499028752823
0.0109491044869669 0.00545890309881851
0.0111468143216034 0.0058526385592183
0.0113808174250455 0.00616989611057918
0.0117186117568403 0.00634785617674244
0.0120646586039794 0.00644572571773393
0.0123665430469295 0.00645261481982228
0.0127533801393976 0.0067028005823713
0.0131127234371713 0.00671306511898091
0.0135047727161029 0.00680204391760481
0.0138412524355626 0.00697935860330817
0.0140523928376199 0.00713829598681044
0.0143876370030291 0.00717000929784972
0.0147296671506 0.00732906147218881
0.0150565867863676 0.00756147874479039
0.0153149108719965 0.0077497230453002
0.0155935484063172 0.00787017274188653
0.0159319460481397 0.00812167388075332
0.0161931768419521 0.00817359653397492
0.016327271375246 0.00865116516277212
0.0165423916002269 0.00872783771210096
0.016924425215189 0.00995440732188694
0.0172006262753707 0.0101620654701547
0.0174232221551532 0.0103319445518343
0.0177897183201906 0.0103546065206815
0.0182654915819221 0.0103995893063132
0.0187888969949232 0.0104036460020634
0.0192099741423502 0.0107428882877373
0.0195059933938157 0.0110404634510704
0.0197875284987649 0.0110656532651306
0.0200014059970081 0.0114104351332607
0.0203289916036825 0.0123345948619056
0.0207278925515908 0.012455385598105
0.0211007404680574 0.0124555186046821
0.0214335424141159 0.012495362436234
0.0216884476174765 0.0128102725605582
0.0219981396970602 0.0128132223822728
0.0222928713655308 0.012973215610597
0.0225395851533321 0.0133155497245289
0.0228675561669377 0.0136373126599681
0.0232359402840358 0.0139677005540426
0.0236042122407544 0.0139786558615304
0.0239303913996027 0.0139786558615304
0.0241592460562069 0.0141713952463903
0.024509628340377 0.0145907556619296
0.024911795064913 0.0146567104164384
0.025096841289455 0.0148541427852928
0.0252492607171656 0.0148550387797055
0.0254935623950758 0.0148550387797055
0.0257928105320564 0.0148929833751046
0.0260967769181969 0.0150746823974176
0.0264909523492734 0.0152672223582735
0.0269945090826948 0.0154391117764146
0.0273366964480428 0.0154993677144116
0.02745321064328 0.0157216956014072
0.0276000626929001 0.0160591412937851
0.0277275131108365 0.0161929371045647
0.0278607230545242 0.0162899637011093
0.0281941070405215 0.0163892860928265
0.0285936526314845 0.0163989686702432
0.0288542443359208 0.0164845920833322
0.0290532563488897 0.0167615667927602
0.0293434581831764 0.0171231319979125
0.0296311894421095 0.0171809587798858
0.0297163078098203 0.0172727960045665
0.0297609443302899 0.0176197014524655
0.0299948655438197 0.0179884243576942
0.0302997082173755 0.0182136813252065
0.0305212819623934 0.0185766632270986
0.0307126347937497 0.0188589940067364
0.0308714277555224 0.01920825630393
0.0310372144703452 0.0192977285008745
0.0312341417956813 0.0194353158467031
0.0315240421445935 0.019769938094723
0.0317694842135885 0.020768572869431
0.0318790024714738 0.0208375497107053
0.0319890948156141 0.0208938166672933
