unif bylength
0.000730242759898808 0.00016049536582994
0.00108911328370623 0.0003218936411917
0.00168081115184281 0.000607885826584833
0.00227619325518119 0.000831284566996163
0.00278399933739143 0.000974772314467105
0.00312009292565691 0.00123525187225193
0.00355085311112525 0.00150615033520127
0.00391874094444311 0.00163466335931812
0.00422820172134613 0.00188957998320358
0.00459670912870512 0.00211675705765429
0.00485374952288984 0.00229777135463319
0.00514053449184832 0.00247328392326201
0.00536271502370229 0.00269387017166766
0.00567874163862856 0.00295750343401709
0.0060489486269927 0.0030939838968797
0.00642101958151787 0.00331388604031482
0.00681893414220589 0.00351853402331189
0.0073059946958775 0.00361043054313343
0.0078533745707171 0.00387766370568797
0.008297743229897 0.00400834904644694
0.00882891608787188 0.00421772216640536
0.0092334676494436 0.00448276922650822
0.00937410888412283 0.00464057972497006
0.00960725495018254 0.00484475662822555
0.0098782348797076 0.00494359091533811
0.0100759788987789 0.00513567112499436
0.0103414694941822 0.00528758112991583
0.0106331331760996 0.00546042439816226
0.0109194917288415 0.0055564027430851
0.0112401290307073 0.00569358263948552
0.0114269394239944 0.00589966981265773
0.0115988713777108 0.00601168691244999
0.0118663006573309 0.00621453223978895
0.0121188879153508 0.00639142411057931
0.0124007911777066 0.0065138236907688
0.0127461916618722 0.0065584991577694
0.0129525903410952 0.00674584093488133
0.0130777999091328 0.00694117246030487
0.0133287537407442 0.00714034928723058
0.0135441099386076 0.00720871328214226
0.0137594915074272 0.00724934622903488
0.0140599385724001 0.00750966197477651
0.0143691357265893 0.00771217656248713
0.0147113908342845 0.00784383278205956
0.0150942337116642 0.00797229637222322
0.0155344112942204 0.0081370247958667
0.016068956882862 0.00826896175640213
0.016416991070824 0.00843178154440739
0.0165555031257163 0.0086485780203296
0.0167705176295378 0.00881720173520135
0.017258323836144 0.00891201347891763
0.0176867605400214 0.00911024423951718
0.0178871280493061 0.00921314890308777
0.0182248106681467 0.00941539564000361
0.0184920475557413 0.00956730031361608
0.01874157182452 0.00967682310773388
0.0189317483031124 0.00987199698986996
0.0191804433769929 0.0100178624260251
0.0195056518246207 0.0103207570700967
0.0197175248250881 0.0105983037391982
